id,country_id,league_id,season,stage,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,B365H,B365D,B365A,BWH,BWD,BWA,LBH,LBD,LBA,WHH,WHD,WHA,VCH,VCD,VCA
4555,1729,1729,2015/2016,24,9826,8678,1,2,2.45,3.3,3.2,2.4,3.2,2.9,2.4,3.1,3.1,2.5,3.1,3,2.45,3.25,3.25
4556,1729,1729,2015/2016,24,10260,10194,3,0,1.7,3.75,5.75,1.67,3.7,5.5,1.65,3.6,5.75,1.67,3.5,6,1.7,3.6,6.25
4557,1729,1729,2015/2016,24,8659,10003,1,1,2.63,3.1,3.1,2.5,3.1,2.9,2.6,2.9,3,2.62,3,2.9,2.7,3,3.1
4558,1729,1729,2015/2016,24,8668,10261,3,0,1.65,4.2,5.5,1.67,3.5,5.25,1.65,4,4.75,1.67,3.8,5,1.65,4.2,5.5
4559,1729,1729,2015/2016,25,10252,9850,2,0,2.45,3.2,3.3,2.4,3.2,2.9,2.3,3.2,3.2,2.4,3.1,3.1,2.45,3.25,3.25
4560,1729,1729,2015/2016,25,8678,9825,0,2,3.8,3.5,2.1,3.7,3.4,2.05,3.6,3.4,2.05,4,3.2,2,4,3.5,2.05
4561,1729,1729,2015/2016,25,8455,10260,1,1,2.15,3.3,3.9,2.1,3.2,3.9,2.05,3.2,3.8,2.1,3.1,3.8,2.15,3.25,4
4562,1729,1729,2015/2016,25,8650,8472,2,2,1.44,4.75,8.5,1.44,4.33,8,1.4,4.33,7.5,1.44,4.2,8,1.44,4.6,8.5
4563,1729,1729,2015/2016,25,8456,8197,1,3,1.62,4.2,6,1.62,4,5.5,1.57,4,5.75,1.62,3.6,6,1.62,4.2,6
4564,1729,1729,2015/2016,25,10261,8659,1,0,2.15,3.4,3.8,2.15,3.2,3.4,2.15,3.1,3.6,2.2,3.3,3.3,2.15,3.3,3.9
4565,1729,1729,2015/2016,25,8466,8654,1,0,1.73,3.8,5.5,1.72,3.5,5,1.67,3.6,5.25,1.75,3.5,5,1.75,3.7,5.5
4566,1729,1729,2015/2016,25,10194,8668,0,3,2.7,3.4,2.8,2.6,3.3,2.75,2.5,3.2,2.8,2.62,3.1,2.8,2.6,3.4,2.9
4567,1729,1729,2015/2016,25,10003,9826,1,1,2.25,3.3,3.6,2.25,3.2,3.2,2.2,3.1,3.5,2.25,3.1,3.4,2.2,3.25,3.7
4568,1729,1729,2015/2016,25,8586,9817,1,0,1.5,4.33,8,1.5,4,6.5,1.48,4,7,1.5,4,7,1.5,4.33,8
4569,1729,1729,2015/2016,26,9825,8197,2,1,1.75,4,5,1.75,4,4.33,1.7,3.8,4.5,1.75,3.8,4.5,1.75,4.1,4.75
4570,1729,1729,2015/2016,26,10252,8650,0,6,4.75,3.6,1.85,4.5,3.5,1.85,4.5,3.4,1.8,4.5,3.4,1.85,5,3.6,1.83
4571,1729,1729,2015/2016,26,8678,10194,1,3,2.05,3.4,4.1,2.05,3.3,3.6,2,3.25,3.8,2.05,3.1,4,2.05,3.4,4.1
4572,1729,1729,2015/2016,26,8455,10261,5,1,1.44,4.75,8,1.45,4.5,7,1.44,4.5,7,1.44,4.2,8,1.44,4.8,8
4573,1729,1729,2015/2016,26,9826,9817,1,2,2.25,3.3,3.6,2.25,3.2,3.2,2.2,3.1,3.5,2.3,3.1,3.3,2.25,3.2,3.75
4574,1729,1729,2015/2016,26,8668,8659,0,1,1.53,4.2,7.5,1.53,3.9,6.25,1.5,4,6.5,1.53,3.75,7,1.53,4.2,7.5
4575,1729,1729,2015/2016,26,8456,8586,1,2,2.1,3.75,3.6,2.1,3.5,3.6,2.05,3.4,3.5,2.1,3.3,3.6,2.05,3.6,3.9
4576,1729,1729,2015/2016,26,9850,8654,2,2,2.38,3.4,3.25,2.4,3.3,3,2.4,3.25,2.9,2.5,3.2,2.9,2.45,3.4,3.13
4577,1729,1729,2015/2016,26,8472,10260,2,1,5.25,3.75,1.75,4.75,3.5,1.8,4.75,3.5,1.75,5,3.3,1.8,5.5,3.7,1.75
4578,1729,1729,2015/2016,26,10003,8466,0,1,3.2,3.25,2.5,2.9,3.2,2.4,3.1,3.1,2.3,3,3.1,2.5,3.25,3.2,2.45
4579,1729,1729,2015/2016,27,8197,9850,1,0,1.5,4.33,6,1.5,4.2,6,1.5,4.2,6,1.5,4.2,6.5,1.55,4.4,6.5
4580,1729,1729,2015/2016,27,8650,8668,4,0,1.73,4,5,1.7,3.75,4.75,1.67,3.8,4.75,1.7,3.6,5,1.7,4.1,5.25
4581,1729,1729,2015/2016,27,10260,9825,3,2,3,3.25,2.38,2.95,3.2,2.5,2.9,3.1,2.4,3.3,3.2,2.25,3.4,3.25,2.38
4582,1729,1729,2015/2016,27,10261,8456,1,1,6,4.5,1.57,5.25,4.25,1.55,6,4.33,1.57,6,3.8,1.57,6.25,4.4,1.57
4583,1729,1729,2015/2016,27,8466,8455,1,2,2.8,3.25,2.5,2.9,3.2,2.55,2.8,3.1,2.5,2.75,3.2,2.62,2.9,3.3,2.63
4584,1729,1729,2015/2016,27,10194,10252,2,1,1.62,3.75,5.5,1.65,3.6,5.5,1.67,3.6,5.5,1.67,3.4,6,1.7,3.75,6
4585,1729,1729,2015/2016,27,8586,10003,2,1,1.4,4.2,9,1.45,3.9,8,1.44,4,8,1.44,4.2,7.5,1.45,4.5,8
4586,1729,1729,2015/2016,27,9817,8678,0,0,2.38,3.25,3,2.35,3.1,3.1,2.38,3.2,3,2.38,3.25,3,2.45,3.3,3.2
4587,1729,1729,2015/2016,27,8659,9826,3,2,2.6,3.1,2.8,2.6,3.1,2.9,2.75,3,2.75,2.6,3,2.9,2.8,3.1,2.88
4588,1729,1729,2015/2016,27,8654,8472,1,0,1.8,3.5,4.5,1.83,3.4,4.33,1.8,3.6,4.33,1.83,3.6,4.2,1.83,3.7,4.75
4589,1729,1729,2015/2016,28,9825,10003,1,2,1.36,5.25,10,1.36,4.6,8.25,1.36,5,10,1.36,4.8,8.5,1.36,5.2,10
4590,1729,1729,2015/2016,28,10252,8668,1,3,4.5,3.6,1.91,4.33,3.6,1.85,4.5,3.5,1.9,4.5,3.4,1.85,4.6,3.6,1.9
4591,1729,1729,2015/2016,28,8678,8466,2,0,2.9,3.25,2.7,2.75,3.3,2.6,2.9,3.2,2.62,2.88,3.1,2.62,2.9,3.2,2.7
4592,1729,1729,2015/2016,28,8197,8659,2,2,1.73,3.8,5.5,1.7,3.75,5.25,1.67,3.75,6,1.7,3.5,5.5,1.7,3.75,6
4593,1729,1729,2015/2016,28,9850,8455,1,2,5.25,4,1.7,5.25,3.8,1.67,5.5,4,1.67,5.5,3.6,1.67,5.4,4,1.7
4594,1729,1729,2015/2016,28,8472,9826,2,2,2.5,3.3,3.1,2.45,3.2,3,2.45,3.2,3.2,2.5,3.1,3,2.5,3.3,3.13
4595,1729,1729,2015/2016,28,8654,8586,1,0,4,3.6,2,3.7,3.3,2,3.8,3.5,2.05,4,3.2,2,4,3.5,2.05
4596,1729,1729,2015/2016,28,8650,8456,3,0,2.63,3.4,2.88,2.55,3.2,2.75,2.62,3.4,2.8,2.62,3.2,2.8,2.7,3.4,2.8
4597,1729,1729,2015/2016,28,10260,9817,1,0,1.67,3.8,6,1.65,3.5,5.5,1.67,3.75,6,1.67,3.4,6,1.67,3.9,6
4598,1729,1729,2015/2016,28,10194,10261,1,0,2,3.5,4.2,1.83,3.4,4.33,1.95,3.4,4.33,1.95,3.4,4,2,3.5,4.2
4599,1729,1729,2015/2016,29,8455,10194,1,1,1.5,4.5,7.5,1.5,3.9,6.75,1.48,4.2,7,1.53,3.75,7,1.53,4.3,7
4600,1729,1729,2015/2016,29,9826,8650,1,2,3.8,3.5,2.1,3.5,3.2,2.1,3.5,3.3,2.05,3.75,3.1,2.15,3.75,3.4,2.15
4601,1729,1729,2015/2016,29,8668,8654,2,3,1.73,4,5,1.7,3.6,5,1.67,3.8,5,1.75,3.5,5,1.7,4.1,5.2
4602,1729,1729,2015/2016,29,8456,10252,4,0,1.22,7,15,1.19,6.5,13,1.2,6.5,15,1.22,5.5,17,1.22,7,15
4603,1729,1729,2015/2016,29,10261,8678,1,3,2.63,3.4,2.88,2.5,3.4,2.65,2.5,3.25,2.75,2.62,3.1,2.8,2.7,3.4,2.75
4604,1729,1729,2015/2016,29,8466,8472,1,1,1.6,4,6.5,1.5,3.9,6.75,1.57,3.8,6,1.62,3.6,6,1.6,4.1,6.5
4605,1729,1729,2015/2016,29,10003,9850,1,0,2.05,3.5,4,1.91,3.3,4.1,1.95,3.3,3.8,2.05,3.1,4,2,3.5,4.2
4606,1729,1729,2015/2016,29,8586,9825,2,2,2.38,3.4,3.25,2.35,3.4,2.85,2.3,3.3,3,2.4,3.1,3.1,2.38,3.6,3.1
4607,1729,1729,2015/2016,29,9817,8197,0,1,3,3.4,2.55,2.7,3.4,2.45,2.9,3.2,2.4,2.8,3.1,2.62,3,3.3,2.55
4608,1729,1729,2015/2016,29,8659,10260,1,0,4.33,3.4,2,4.2,3.25,1.91,4,3.25,1.95,4,3.2,2,4.33,3.3,2.05
4609,1729,1729,2015/2016,3,9825,8650,0,0,1.75,4,5,1.75,3.75,5,1.75,3.75,5,1.73,3.5,5,1.73,4,5.2
4610,1729,1729,2015/2016,3,9826,10252,2,1,1.85,3.6,4.75,1.85,3.5,4.1,1.85,3.5,4.5,1.85,3.4,4.5,1.85,3.6,4.8
4611,1729,1729,2015/2016,3,8668,8456,0,2,5,4,1.73,4.4,3.75,1.73,5,4,1.73,5,3.5,1.75,5,4,1.75
4612,1729,1729,2015/2016,3,8197,8586,1,1,2.63,3.6,2.75,2.65,3.3,2.65,2.7,3.4,2.7,2.7,3.1,2.7,2.7,3.5,2.7
4613,1729,1729,2015/2016,3,10260,10261,0,0,1.36,5.25,10,1.36,5,9.25,1.36,5,9.5,1.36,5,8,1.36,5,10.5
4614,1729,1729,2015/2016,3,9850,10194,1,1,2.3,3.3,3.5,2.35,3.2,3,2.4,3.3,3.2,2.3,3.2,3.1,2.38,3.3,3.4
4615,1729,1729,2015/2016,3,8472,10003,1,1,4,3.4,2.1,3.5,3.25,2.1,4,3.25,2.1,3.75,3.2,2.1,4,3.3,2.1
4616,1729,1729,2015/2016,3,9817,8466,0,0,2.8,3.3,2.75,2.65,3.25,2.6,2.75,3.3,2.7,2.7,3.1,2.7,2.8,3.3,2.75
4617,1729,1729,2015/2016,3,8659,8455,2,3,6.5,4,1.62,5.25,3.8,1.62,6,3.75,1.67,6,3.4,1.67,6.25,3.9,1.65
4618,1729,1729,2015/2016,3,8654,8678,3,4,2.38,3.4,3.2,2.35,3.4,3.1,2.38,3.4,3.2,2.4,3.1,3.1,2.38,3.4,3.2
4619,1729,1729,2015/2016,30,9825,8659,2,0,1.29,6,13,1.22,5.75,13.5,1.25,5.75,13,1.29,5,12,1.25,6.25,15
4620,1729,1729,2015/2016,30,10252,8586,0,2,7.5,4.5,1.5,7,4.2,1.45,7,4.2,1.48,7,4,1.5,7,4.4,1.5
4621,1729,1729,2015/2016,30,8678,10003,3,2,1.95,3.5,4.33,1.91,3.3,4.1,1.91,3.3,4.2,2,3.2,4,1.95,3.4,4.5
4622,1729,1729,2015/2016,30,8197,10261,1,0,1.57,4.33,6.25,1.53,4,6,1.55,4,6,1.62,3.6,6,1.62,4.2,6
4623,1729,1729,2015/2016,30,8650,8455,1,1,2,3.8,3.8,1.95,3.5,3.7,1.91,3.6,3.6,1.95,3.5,3.75,2,3.8,3.8
4624,1729,1729,2015/2016,30,10260,9826,2,0,1.53,4.33,7,1.53,4,6,1.53,4,6.5,1.53,3.8,7,1.55,4.2,7
4625,1729,1729,2015/2016,30,9850,8456,0,0,6,4.2,1.6,6,3.75,1.57,5.75,4,1.57,6,3.6,1.62,6.25,4.2,1.6
4626,1729,1729,2015/2016,30,10194,8466,1,2,2.7,3.2,2.9,2.7,3.2,2.6,2.7,3.1,2.75,2.7,3.1,2.7,2.75,3.2,2.88
4627,1729,1729,2015/2016,30,8472,8668,3,0,1.75,4,5,1.72,3.5,5,1.7,3.8,4.75,1.73,3.5,5,1.75,4,4.8
4628,1729,1729,2015/2016,30,8654,9817,3,1,1.57,4.33,6.5,1.53,4,6,1.5,4.2,6,1.53,4,6.5,1.57,4.3,6.5
4629,1729,1729,2015/2016,31,8455,8654,2,2,1.75,3.8,5.25,1.7,3.8,4.6,1.7,3.75,5,1.73,3.6,5,1.73,3.9,5.2
4630,1729,1729,2015/2016,31,9826,8197,0,1,3,3.4,2.5,2.95,3.2,2.4,2.9,3.25,2.4,3,3.1,2.5,3,3.3,2.55
4631,1729,1729,2015/2016,31,8668,9825,0,2,2.7,3.5,2.7,2.6,3.4,2.55,2.62,3.5,2.5,2.5,3.6,2.6,2.7,3.6,2.7
4632,1729,1729,2015/2016,31,8456,10260,0,1,1.83,3.75,4.75,1.83,3.6,4,1.8,3.6,4.5,1.85,3.4,4.5,1.85,3.75,4.6
4633,1729,1729,2015/2016,31,10261,8472,1,1,2.1,3.5,3.8,2.1,3.2,3.5,2.05,3.3,3.6,2.2,3.1,3.5,2.1,3.5,3.8
4634,1729,1729,2015/2016,31,8466,8650,3,2,2.63,3.4,2.88,2.4,3.3,2.85,2.5,3.1,2.8,2.75,3,2.75,2.7,3.25,2.9
4635,1729,1729,2015/2016,31,10003,10252,1,0,1.67,3.8,6,1.6,3.75,5.75,1.62,3.6,5.75,1.67,3.4,6,1.7,3.8,5.75
4636,1729,1729,2015/2016,31,8586,8678,3,0,1.53,4.33,7,1.5,4.33,5.75,1.53,4,6,1.57,3.75,6.5,1.53,4.4,7
4637,1729,1729,2015/2016,31,9817,10194,1,2,2.4,3.25,3.3,2.4,3.1,3,2.3,3.1,3.2,2.5,3,3.1,2.45,3.2,3.3
4638,1729,1729,2015/2016,31,8659,9850,0,1,2.25,3.3,3.6,2.2,3.1,3.4,2.2,3.1,3.4,2.25,3.2,3.3,2.25,3.2,3.7
4639,1729,1729,2015/2016,32,9825,9817,4,0,1.36,5.25,10,1.33,4.75,9.5,1.36,5,9,1.36,4.8,8.5,1.36,5.4,9.5
4640,1729,1729,2015/2016,32,10252,8455,0,4,6.5,4.33,1.57,6,3.9,1.55,6,4,1.62,6.5,3.75,1.57,6.5,4,1.6
4641,1729,1729,2015/2016,32,8678,8456,0,4,3.75,3.6,2.1,3.6,3.4,2,3.75,3.5,2.05,3.75,3.3,2.05,3.7,3.6,2.1
4642,1729,1729,2015/2016,32,8197,8466,1,0,2.25,3.4,3.5,2.15,3.3,3.3,2.25,3.25,3.5,2.3,3.2,3.2,2.3,3.3,3.5
4643,1729,1729,2015/2016,32,8650,8586,1,1,2.5,3.4,3,2.45,3.3,2.8,2.6,3.3,2.9,2.6,3,2.9,2.5,3.4,3
4644,1729,1729,2015/2016,32,10260,8668,1,0,2.1,3.5,3.75,2,3.4,3.6,2.1,3.4,3.8,2.1,3.1,3.8,2.1,3.4,3.9
4645,1729,1729,2015/2016,32,9850,10261,3,2,2.2,3.4,3.6,2.15,3.2,3.4,2.2,3.25,3.6,2.25,3.25,3.2,2.25,3.3,3.6
4646,1729,1729,2015/2016,32,10194,10003,2,2,2.2,3.4,3.6,2.1,3.25,3.5,2.2,3.25,3.6,2.2,3.3,3.3,2.25,3.2,3.75
4647,1729,1729,2015/2016,32,8472,8659,0,0,2.1,3.3,4,2,3.3,3.7,2.15,3.2,3.8,2.05,3.1,4,2.1,3.25,4.1
4648,1729,1729,2015/2016,32,8654,9826,2,2,1.95,3.6,4.2,1.91,3.4,3.9,1.95,3.4,4.2,2,3.2,4,1.95,3.6,4.3
4649,1729,1729,2015/2016,33,10252,8678,1,2,3.4,3.2,2.2,3.5,3.4,2.05,3.4,3.3,2.15,3.5,3.25,2.15,3.5,3.4,2.2
4650,1729,1729,2015/2016,33,9826,9850,1,0,2.05,3.4,3.6,1.95,3.3,3.9,2.05,3.25,3.75,2,3.4,3.8,2.1,3.4,3.9
4651,1729,1729,2015/2016,33,8650,10194,4,1,1.55,4,5.75,1.57,3.75,6,1.57,3.8,5.75,1.6,3.75,6,1.62,4.1,6.25
4652,1729,1729,2015/2016,33,8456,8659,2,1,1.33,5,9,1.33,5,8.75,1.33,5,10,1.33,4.8,10,1.33,5.2,10.5
4653,1729,1729,2015/2016,33,8466,10261,3,1,1.53,4,6,1.55,3.9,6,1.53,4,6.5,1.57,3.75,6.5,1.57,4.1,7
4654,1729,1729,2015/2016,33,8472,8197,0,2,3.4,3.4,2.1,3.3,3.4,2.1,3.4,3.3,2.15,3.5,3.25,2.15,3.6,3.4,2.2
4655,1729,1729,2015/2016,33,10003,8455,1,0,3.75,3.4,2,3.75,3.4,1.95,3.6,3.3,2.05,3.8,3.3,2,4,3.4,2.1
4656,1729,1729,2015/2016,33,8586,10260,3,0,1.91,3.5,4,1.91,3.3,4.1,1.91,3.4,4,1.95,3.5,3.8,1.93,3.6,4.2
4657,1729,1729,2015/2016,33,9817,8668,1,1,3.4,3.3,2.15,3.4,3.25,2.15,3.3,3.3,2.15,3.5,3.25,2.15,3.5,3.4,2.25
4658,1729,1729,2015/2016,33,8654,9825,3,3,3.6,3.5,2,3.75,3.6,1.9,3.6,3.6,1.95,3.5,3.6,2,3.9,3.75,2
4659,1729,1729,2015/2016,34,9825,9826,1,1,1.33,5.75,9.5,1.33,5,8.75,1.36,5.25,9,1.35,4.8,9,1.33,5.5,10
4660,1729,1729,2015/2016,34,8678,8650,1,2,3.6,3.5,2.15,3.3,3.4,2.1,3.5,3.4,2.2,3.5,3.25,2.15,3.6,3.5,2.15
4661,1729,1729,2015/2016,34,8455,8456,0,3,2.75,3.4,2.7,2.4,3.4,2.75,2.75,3.3,2.75,2.7,3.1,2.7,2.7,3.5,2.7
4662,1729,1729,2015/2016,34,8668,8466,1,1,2.7,3.4,2.8,2.5,3.25,2.75,2.6,3.3,2.88,2.7,3.1,2.7,2.75,3.3,2.8
4663,1729,1729,2015/2016,34,8197,8654,2,2,1.95,3.6,4.2,1.95,3.4,3.75,1.95,3.5,4.2,1.91,3.3,4.2,1.91,3.7,4.3
4664,1729,1729,2015/2016,34,10260,10252,1,0,1.22,7,17,1.2,6,15,1.22,6,17,1.25,5.5,13,1.22,6.5,17
4665,1729,1729,2015/2016,34,10261,10003,3,0,2.3,3.4,3.4,2.25,3.2,3.2,2.3,3.3,3.3,2.3,3.2,3.2,2.3,3.4,3.3
4666,1729,1729,2015/2016,34,9850,8472,0,3,2.4,3.3,3.25,2.25,3.25,3.1,2.4,3.25,3.2,2.4,3.1,3.1,2.38,3.3,3.3
4667,1729,1729,2015/2016,34,10194,8586,0,4,4.5,3.75,1.85,4.1,3.5,1.85,4.5,3.6,1.85,4.5,3.4,1.85,5,3.7,1.8
4668,1729,1729,2015/2016,34,8659,9817,0,1,2.4,3.2,3.4,2.3,3.1,3.2,2.4,3.1,3.3,2.4,3.1,3.1,2.38,3.13,3.5
4669,1729,1729,2015/2016,35,10252,8466,2,4,7.5,4.2,1.53,6,4,1.53,6.5,4,1.57,7,3.6,1.57,7.5,4.1,1.55
4670,1729,1729,2015/2016,35,8678,8455,1,4,3.1,3.5,2.4,2.9,3.3,2.35,3,3.5,2.4,3.1,3.1,2.4,3.1,3.6,2.38
4671,1729,1729,2015/2016,35,9826,8668,0,0,2.9,3.4,2.6,2.95,3.2,2.4,2.9,3.3,2.4,2.8,3.1,2.6,2.9,3.4,2.6
4672,1729,1729,2015/2016,35,8197,10003,4,0,1.75,3.7,5.5,1.7,3.5,5,1.75,3.6,5.5,1.75,3.5,5,1.75,3.7,5.5
4673,1729,1729,2015/2016,35,8650,10261,2,2,1.57,4.5,6,1.57,4.2,5.25,1.57,4.33,6,1.6,4,5.5,1.53,4.6,6.5
4674,1729,1729,2015/2016,35,8456,10194,4,0,1.3,6,11,1.3,5.5,8.5,1.33,5.5,10,1.33,5,9,1.33,5.4,11
4675,1729,1729,2015/2016,35,9850,9817,4,2,1.83,3.75,4.75,1.75,3.75,4.33,1.8,3.6,4.33,1.8,3.3,5,1.83,3.75,4.75
4676,1729,1729,2015/2016,35,8472,9825,0,0,4.5,4,1.8,4.5,3.8,1.72,4.5,3.8,1.8,4.5,3.5,1.8,5,4,1.75
4677,1729,1729,2015/2016,35,8586,8659,1,1,1.22,7,15,1.25,5.5,12,1.25,6,15,1.25,5.5,13,1.25,6.25,15
4678,1729,1729,2015/2016,35,8654,10260,3,2,3,3.5,2.45,2.85,3.5,2.4,3,3.4,2.45,3,3.25,2.4,2.9,3.5,2.5
4679,1729,1729,2015/2016,36,9825,9850,1,0,1.29,6.5,11,1.25,6,12.5,1.25,5.75,12,1.29,5,12,1.25,6.5,13
4680,1729,1729,2015/2016,36,8455,8586,2,2,2.75,3.6,2.63,2.65,3.5,2.6,2.62,3.4,2.6,2.75,3.1,2.7,2.75,3.6,2.63
4681,1729,1729,2015/2016,36,8668,8678,2,1,2,3.8,3.8,2,3.6,3.7,1.95,3.6,3.6,2.05,3.1,4,2,3.8,3.8
4682,1729,1729,2015/2016,36,10260,8197,1,1,2.1,3.4,3.9,2.1,3.4,3.6,2,3.3,3.8,2.15,3.1,3.6,2.1,3.3,4.1
4683,1729,1729,2015/2016,36,10261,9826,1,0,2,3.6,4,1.95,3.5,4,2,3.3,3.75,2.05,3.1,4,1.95,3.6,4.2
4684,1729,1729,2015/2016,36,8466,8456,4,2,2.8,3.4,2.7,2.7,3.4,2.6,2.62,3.3,2.62,2.75,3.1,2.7,2.7,3.5,2.7
4685,1729,1729,2015/2016,36,10194,8472,1,1,2.75,3.3,2.8,2.65,3.2,2.75,2.62,3.1,2.7,2.62,3.1,2.8,2.75,3.3,2.8
4686,1729,1729,2015/2016,36,10003,8650,3,1,3.1,3.5,2.4,3.1,3.4,2.3,3,3.4,2.3,3.1,3.1,2.4,3.13,3.5,2.38
4687,1729,1729,2015/2016,36,9817,10252,3,2,1.7,3.8,5.75,1.67,3.8,5.25,1.7,3.6,5,1.7,3.5,5.5,1.7,3.8,5.5
4688,1729,1729,2015/2016,36,8659,8654,0,3,4,3.4,2.1,3.8,3.5,2,3.8,3.3,1.95,3.7,3.2,2.1,3.8,3.5,2.05
4689,1729,1729,2015/2016,37,10252,10261,0,0,5.75,4.2,1.65,5.25,3.9,1.6,5.5,4,1.65,6,3.6,1.62,5.75,4,1.65
4690,1729,1729,2015/2016,37,8678,8659,1,1,1.95,3.6,4.2,1.9,3.4,4,1.95,3.5,4.33,1.91,3.2,4.33,1.93,3.6,4.4
4691,1729,1729,2015/2016,37,9826,10194,2,1,2.05,3.5,3.9,2.05,3.2,3.7,2.1,3.4,3.8,2.1,3.25,3.6,2.05,3.5,3.9
4692,1729,1729,2015/2016,37,8197,8668,3,1,1.91,4,4,1.83,3.5,4.25,1.9,3.75,4.2,1.91,3.2,4.33,1.87,3.9,4.2
4693,1729,1729,2015/2016,37,8650,9817,2,0,1.5,4.5,7.5,1.44,4.4,6.75,1.53,4.5,6.5,1.5,4,7,1.5,4.5,7
4694,1729,1729,2015/2016,37,8456,9825,2,2,2.5,3.6,2.9,2.55,3.4,2.6,2.5,3.5,2.9,2.5,3.1,2.9,2.55,3.5,2.88
4695,1729,1729,2015/2016,37,9850,10260,0,1,4.5,3.6,1.91,4.1,3.4,1.87,4.33,3.6,1.91,4.5,3.1,1.91,4.75,3.6,1.87
4696,1729,1729,2015/2016,37,8472,8455,3,2,3,3.5,2.45,2.95,3.3,2.35,3,3.5,2.45,3,3.2,2.38,3,3.5,2.45
4697,1729,1729,2015/2016,37,8586,8466,1,2,2.05,3.6,3.9,1.91,3.6,3.7,2,3.6,4,1.91,3.4,4,2,3.7,3.9
4698,1729,1729,2015/2016,37,8654,10003,1,4,1.44,4.75,8,1.45,4.25,6.75,1.44,4.75,8,1.44,4.33,7,1.44,4.8,8
4699,1729,1729,2015/2016,38,9825,10252,4,0,1.17,9,17,1.16,7,16,1.15,9,19,1.14,7.5,19,1.15,9,21
4700,1729,1729,2015/2016,38,8455,8197,1,1,2.3,3.75,3.1,2.25,3.6,2.9,2.3,3.75,3,2.3,3.3,3.1,2.3,3.75,3.1
4701,1729,1729,2015/2016,38,8668,9850,3,0,1.8,4,4.5,1.75,3.8,4.33,1.8,4.2,4.2,1.75,3.75,4.5,1.8,3.9,4.6
4702,1729,1729,2015/2016,38,10260,8678,3,1,1.67,4.2,5.25,1.67,4,5,1.65,3.8,5.25,1.67,4,4.75,1.67,4.1,5.2
4703,1729,1729,2015/2016,38,10261,8586,5,1,4.5,4,1.8,4.1,3.7,1.8,4.33,4,1.8,4.5,3.4,1.83,4.6,4,1.75
4704,1729,1729,2015/2016,38,8466,9826,4,1,1.36,5.5,9,1.33,4.75,9.25,1.33,5.5,9.5,1.36,4.8,8,1.33,5.5,10
4705,1729,1729,2015/2016,38,10194,8654,2,1,3.5,3.6,2.15,3.3,3.4,2.1,3.4,3.75,2.1,3.5,3.1,2.2,3.5,3.8,2.1
4706,1729,1729,2015/2016,38,10003,8456,1,1,6,4.75,1.53,5.75,4.5,1.48,6.5,4.33,1.53,5.5,4.33,1.53,5.2,4.75,1.53
4707,1729,1729,2015/2016,38,9817,8472,2,2,2.05,3.75,3.7,2.05,3.3,3.6,2.05,3.75,3.6,1.95,3.75,3.6,2.05,3.75,3.7
4708,1729,1729,2015/2016,38,8659,8650,1,1,2.4,3.6,3,2.35,3.5,2.75,2.4,3.6,2.9,2.4,3.1,3.1,2.38,3.6,3
4709,1729,1729,2015/2016,4,10252,8472,2,2,1.91,3.5,4.75,1.91,3.6,4.4,1.95,3.5,4.2,1.91,3.2,4.5,1.95,3.4,4.6
4710,1729,1729,2015/2016,4,8678,8197,1,1,2.2,3.6,3.4,2.2,3.3,3.2,2.2,3.4,3.4,2.2,3.2,3.4,2.15,3.5,3.6
4711,1729,1729,2015/2016,4,8455,9826,1,2,1.36,5,11,1.36,4.75,7.75,1.36,5,10,1.36,4.5,9.5,1.36,5,10.5
4712,1729,1729,2015/2016,4,8650,8654,0,3,1.36,5.5,9,1.36,5,7.25,1.4,5,9,1.36,4.5,9.5,1.36,5.4,9.5
4713,1729,1729,2015/2016,4,8456,9817,2,0,1.2,8,15,1.2,7,10.5,1.22,7,13,1.22,6,13,1.2,8,15
4714,1729,1729,2015/2016,4,10261,9825,0,1,6,4.2,1.62,5.5,3.75,1.62,5.5,4,1.67,6,3.6,1.62,6.25,4.2,1.6
4715,1729,1729,2015/2016,4,8466,9850,3,0,2.05,3.5,4,2.05,3.4,3.5,2.05,3.4,3.8,2.05,3.25,3.8,2.05,3.5,4
4716,1729,1729,2015/2016,4,10194,8659,0,1,1.95,3.4,4.5,1.95,3.3,4,2,3.4,4,1.95,3.25,4.2,1.93,3.5,4.6
4717,1729,1729,2015/2016,4,10003,10260,2,1,3.6,3.3,2.25,3.2,3.2,2.25,3.4,3.3,2.25,3.5,3,2.25,3.6,3.4,2.2
4718,1729,1729,2015/2016,4,8586,8668,0,0,2,3.5,4.2,1.95,3.4,3.75,2,3.5,4,2,3.25,4,1.93,3.7,4.2
4719,1729,1729,2015/2016,5,9825,10194,2,0,1.29,6,12,1.3,5.5,9.75,1.3,5.5,12,1.3,5,11,1.3,5.75,12
4720,1729,1729,2015/2016,5,9826,8456,0,1,5.5,4.2,1.67,5.25,3.9,1.67,5.25,4,1.67,5.5,3.8,1.62,5.5,4.2,1.65
4721,1729,1729,2015/2016,5,8668,8455,3,1,4,3.6,2,3.75,3.5,2,4,3.4,2,4,3.1,2.05,4.1,3.6,2
4722,1729,1729,2015/2016,5,8197,10252,3,2,1.91,3.75,4.33,1.91,3.4,4,1.85,3.6,4.5,1.91,3.3,4.33,1.87,3.7,4.6
